PetType_1,PetType_2,Breed_1,Breed_2,Breed_3,AgeMonths,Color_1,Color_2,Color_3,Size_1,Size_2,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood
1,1,1,0,1,10,0,1,1,0,0,16.52848354005167,1,0,30,192,1,1
0,0,0,0,0,15,0,0,1,0,0,3.469165460126382,1,0,58,168,1,1
0,1,0,0,1,17,0,1,1,1,0,9.785409868812435,1,0,3,403,0,1
1,1,1,0,1,168,0,0,1,0,1,22.593312302929203,1,0,51,117,0,1
1,1,1,0,1,146,0,0,0,1,0,28.96853320747144,0,0,56,5,1,0
0,0,0,0,0,153,0,0,1,1,0,21.818246836005926,0,0,73,330,1,0
1,1,1,0,0,59,0,0,0,1,0,29.786140905133237,1,0,10,482,0,0
1,1,1,0,0,78,0,0,0,0,0,21.251801167102677,1,0,61,131,0,0
0,0,0,0,0,124,0,0,1,0,0,9.520039648975498,0,0,50,92,1,0
1,1,1,0,1,114,1,0,0,0,0,20.489523674655494,0,0,47,250,0,0
1,1,1,0,0,22,0,1,0,0,1,21.362546190710212,1,1,1,9,0,1
0,1,0,0,1,158,0,1,1,0,0,11.780082553877357,1,0,57,50,0,0
1,0,0,1,1,172,0,1,0,0,1,1.5137016676722814,1,0,38,348,0,1
0,0,0,0,0,32,0,1,1,0,0,21.39279375848912,1,1,62,293,0,0
1,1,1,0,1,179,0,1,1,0,0,1.629302762990707,1,0,79,128,1,0
0,0,0,0,0,174,0,0,0,1,0,19.304454263742063,1,0,89,487,0,0
1,0,1,1,0,113,0,1,1,1,0,5.744878173534097,1,0,70,391,0,0
0,0,0,0,0,120,0,1,1,1,0,17.402502304693257,1,0,82,248,0,0
1,1,1,0,0,149,0,0,1,0,1,15.6134777360374,1,0,65,101,1,1
1,1,1,0,0,122,0,1,0,0,1,1.3918956268792946,1,1,62,336,1,0
0,1,0,0,1,32,0,0,1,0,0,11.523108692858,1,0,56,82,1,0
1,0,1,1,0,119,0,1,1,0,1,18.43164385449278,1,0,67,190,1,1
0,0,0,0,0,39,0,0,0,0,0,25.609590005064614,0,0,17,416,0,0
1,0,0,1,1,12,0,0,1,0,1,26.770621301259002,0,1,8,142,0,1
0,1,0,0,1,175,0,0,1,0,1,15.031649130963475,0,0,60,236,0,0
1,0,1,1,0,18,1,0,0,0,1,22.124252131683708,0,1,40,286,0,0
0,1,0,0,1,149,0,1,1,1,0,10.177182719470272,0,0,81,276,1,0
1,1,1,0,1,141,0,0,0,0,1,10.923405767001066,1,0,89,386,0,1
0,0,0,0,0,149,0,0,1,1,0,6.639442056287098,1,0,62,381,1,0
0,0,0,0,0,126,0,0,1,1,0,17.296495189803938,1,0,41,449,0,0
0,0,0,0,0,136,0,0,0,0,1,10.122360376893592,0,0,12,290,0,0
0,1,0,0,1,46,0,1,1,0,0,3.446755996716646,1,0,89,168,0,0
1,1,1,0,1,104,1,0,0,0,0,20.865176513232182,1,0,54,442,0,0
0,1,0,0,1,135,0,0,1,0,0,21.524843020556546,1,0,89,143,0,0
0,0,0,0,0,151,1,0,0,0,1,11.439780144592678,1,1,11,183,0,0
0,0,0,0,0,86,0,1,0,0,0,3.224978584224661,0,1,60,44,0,0
1,1,1,0,0,150,0,1,1,1,0,13.362633804699351,0,0,68,242,0,0
1,0,1,1,0,89,0,1,0,0,0,13.82772828345625,1,0,78,314,0,0
0,0,0,0,0,22,0,1,0,0,1,20.391455662038897,0,0,46,433,0,1
1,1,1,0,0,92,0,1,0,0,0,10.14707534650182,1,0,38,468,0,0
1,1,1,0,1,29,0,1,1,1,0,20.79537911365786,1,1,61,267,0,0
1,1,1,0,1,13,0,1,1,0,1,26.273167710964263,0,0,17,475,0,1
1,0,1,1,0,2,0,0,0,0,0,7.887095228503795,0,1,66,252,0,0
1,1,1,0,0,29,1,0,0,0,1,29.388667127477092,1,1,72,395,0,0
1,1,1,0,0,27,1,0,0,0,1,12.204675976967401,1,1,36,288,0,0
0,1,0,0,1,50,0,0,0,0,1,8.750501869264792,1,0,74,211,0,1
1,0,0,1,1,95,0,0,0,0,0,13.223824292798424,0,0,7,487,0,0
0,1,0,0,1,151,0,1,0,0,1,3.737526801211916,0,0,16,176,0,0
1,0,0,1,1,88,0,0,0,0,0,4.645471288851354,0,0,14,20,1,0
0,0,0,0,0,44,0,0,1,1,0,13.018587362081611,0,0,80,315,0,0
0,1,0,0,1,22,1,0,0,0,0,23.110891136233903,1,0,25,51,0,1
1,1,1,0,0,171,0,0,0,1,0,27.109054947660237,0,0,4,437,1,0
0,1,0,0,1,165,0,0,1,0,0,20.279721730771858,1,0,29,422,0,0
0,1,0,0,1,97,0,0,1,0,1,4.051367101906922,1,0,56,232,1,1
1,1,1,0,0,3,0,0,1,0,0,20.488573103235517,0,0,6,432,0,0
0,0,0,0,0,118,0,0,1,0,1,19.427409700386185,1,0,1,122,0,1
0,0,0,0,0,19,0,1,0,1,0,24.367153630506607,1,0,39,361,1,1
0,1,0,0,1,23,0,0,1,0,0,24.932211332913244,1,0,1,447,0,1
0,1,0,0,1,157,0,1,0,0,1,26.17788919759039,1,0,63,99,0,1
0,1,0,0,1,30,0,1,0,1,0,13.009813922793853,1,0,57,213,0,0
1,0,1,1,0,39,0,0,1,1,0,21.238067465212183,1,0,67,409,0,0
0,1,0,0,1,108,1,0,0,0,0,8.779260408747012,1,0,65,326,0,0
1,1,1,0,1,111,0,0,1,1,0,29.980752119521625,1,0,65,134,0,0
0,0,0,0,0,25,0,0,1,0,1,6.084692999928938,1,0,21,455,1,1
1,0,0,1,0,128,0,0,1,1,0,1.2933185181642384,1,0,30,317,1,0
0,0,0,0,0,111,1,0,0,1,0,5.315452721027104,1,0,33,217,0,0
0,1,0,0,1,136,0,1,1,0,1,23.500296396779675,1,0,48,87,1,1
1,1,1,0,0,106,0,1,1,1,0,13.956726618738132,1,1,22,279,0,0
1,1,1,0,0,144,0,1,0,1,0,13.97750718650242,0,0,54,39,0,0
1,1,1,0,0,72,0,1,0,1,0,28.695664668738388,1,1,4,239,1,0
1,1,1,0,0,129,1,0,0,1,0,27.669412332814154,1,0,87,331,1,0
0,0,0,0,0,108,0,0,0,0,1,10.024647396316267,1,0,55,430,1,1
1,0,0,1,1,5,0,1,1,1,0,7.062685734645118,1,0,44,135,0,1
1,0,1,1,0,3,0,1,0,0,1,25.60598408807845,1,0,89,181,0,1
1,1,1,0,0,132,0,1,1,1,0,27.274553060286532,1,0,12,264,1,0
0,0,0,0,0,104,1,0,0,1,0,16.70631076115612,0,0,81,258,0,0
1,1,1,0,1,64,1,0,0,1,0,19.253287622395913,1,0,79,181,0,0
1,1,1,0,1,106,0,0,0,1,0,8.450514256076508,1,0,74,20,0,0
0,1,0,0,1,98,0,0,0,0,1,24.223277951377213,1,0,52,350,1,1
1,0,0,1,1,10,1,0,0,0,1,19.33155042502167,1,1,76,431,0,1
1,0,0,1,1,149,0,1,0,0,1,15.601891827641902,1,0,65,430,0,1
0,1,0,0,1,128,0,1,1,0,0,2.743148126273479,0,0,65,471,0,0
1,0,0,1,0,46,0,0,1,1,0,27.562113912823456,0,0,10,195,0,0
0,1,0,0,1,155,0,0,0,1,0,18.848091191147773,1,0,18,211,1,0
0,0,0,0,0,66,0,0,1,0,1,6.588041746096071,0,1,47,446,0,0
1,0,1,1,0,169,0,1,0,0,0,18.58519739250853,1,0,66,15,0,0
1,0,0,1,0,112,0,0,0,1,0,20.64643727295923,1,0,49,201,0,0
0,0,0,0,0,13,0,0,1,0,1,16.24733976381354,1,0,72,362,0,1
0,1,0,0,1,137,0,1,0,1,0,21.824950400724653,0,0,22,217,0,0
1,1,1,0,1,164,0,1,1,1,0,17.8621644899301,1,0,86,92,0,0
0,0,0,0,0,86,0,1,0,0,1,28.4853178789323,1,1,26,132,0,0
1,0,1,1,0,90,0,0,0,0,1,2.557215279379898,1,0,9,138,0,1
1,0,0,1,1,58,1,0,0,1,0,4.081125545617255,1,1,21,156,1,0
1,1,1,0,1,54,0,1,1,1,0,6.036477471675855,0,1,63,492,1,0
1,0,0,1,0,12,0,0,1,0,1,21.01496104752563,1,0,6,334,0,1
1,0,1,1,0,14,0,0,0,1,0,19.722280309744452,1,0,14,69,0,1
1,1,1,0,1,121,1,0,0,1,0,26.869706946081127,1,0,33,303,1,0
0,1,0,0,1,162,0,1,0,0,1,22.25344613363305,1,0,71,14,0,1
1,0,1,1,0,121,1,0,0,1,0,15.742309139373175,1,0,24,234,0,0
1,1,1,0,1,20,0,0,0,1,0,29.763121981445277,0,1,73,211,1,0
1,0,0,1,0,75,0,0,0,0,0,8.717130728909677,0,0,75,289,0,0
0,1,0,0,1,144,1,0,0,0,1,25.162558133778166,1,0,87,59,0,1
1,0,1,1,0,70,0,1,0,0,0,13.376920793623661,1,0,51,251,0,0
1,1,1,0,0,56,1,0,0,0,0,19.813319027396293,0,0,2,445,0,0
0,0,0,0,0,101,0,0,0,0,0,22.090785643120586,1,1,15,1,1,0
1,1,1,0,1,132,0,0,0,1,0,19.378868528519753,1,0,35,235,0,0
1,1,1,0,0,111,0,0,1,1,0,5.074711790149205,1,0,36,335,0,0
0,1,0,0,1,125,0,0,1,0,0,13.84557931169005,1,0,39,18,1,0
1,1,1,0,1,132,0,1,1,0,0,17.281712960060606,1,1,4,481,1,0
0,0,0,0,0,20,0,0,0,0,0,25.622269016179306,1,0,64,48,0,1
1,1,1,0,1,138,0,0,1,1,0,13.865726715158598,1,1,74,77,0,0
0,0,0,0,0,24,1,0,0,0,0,27.643671839323293,1,0,6,471,0,0
1,1,1,0,1,154,0,1,0,0,0,13.77085246773111,1,0,57,27,1,0
1,0,0,1,1,37,1,0,0,0,1,16.914615918627337,0,0,30,47,0,1
1,0,0,1,0,54,0,1,0,0,1,24.09228480534123,0,0,74,95,0,0
1,1,1,0,0,103,0,0,1,1,0,17.908962848242165,1,0,67,164,0,0
0,1,0,0,1,149,0,1,1,0,1,28.846324099101913,1,0,15,457,0,1
0,1,0,0,1,38,1,0,0,0,1,20.1497390849097,1,0,17,432,0,1
0,1,0,0,1,174,1,0,0,0,1,16.15857416796043,1,0,18,364,0,1
0,0,0,0,0,4,1,0,0,1,0,1.68416706564308,1,0,19,175,0,1
0,1,0,0,1,57,0,1,0,0,1,12.998254029829566,1,0,76,72,0,1
0,1,0,0,1,173,0,0,1,1,0,9.678204158544652,1,0,88,471,0,0
0,1,0,0,1,20,1,0,0,0,0,22.69506436873719,1,0,69,355,0,1
1,1,1,0,0,17,1,0,0,0,1,7.040052579452828,0,0,24,28,1,1
0,1,0,0,1,119,0,1,1,1,0,6.951382531528083,1,0,48,443,1,0
1,0,0,1,1,71,0,1,1,0,1,6.496052253883927,1,0,30,156,0,1
1,0,0,1,0,4,0,0,1,0,0,4.642852781530841,1,1,15,313,0,0
0,0,0,0,0,14,0,0,1,1,0,10.019203106455734,1,0,47,303,0,1
1,0,0,1,0,3,0,0,0,1,0,26.691741318859325,1,0,44,278,0,1
1,0,0,1,1,80,0,1,1,1,0,23.472925696872693,1,1,27,282,0,0
0,1,0,0,1,55,0,0,0,0,0,22.32228527289701,1,1,84,478,0,0
1,1,1,0,0,132,0,1,0,0,0,24.12276736384892,0,0,64,490,1,0
0,1,0,0,1,120,0,0,0,0,0,8.813118790557578,1,1,41,6,0,0
1,0,0,1,1,24,1,0,0,1,0,26.735809031822146,0,0,68,304,0,0
0,1,0,0,1,162,0,0,0,0,0,4.981797879106527,1,0,5,181,0,0
0,0,0,0,0,158,0,0,1,0,1,10.754026074751875,0,0,53,108,1,0
1,1,1,0,1,82,0,1,0,0,0,18.015695450052945,1,0,8,323,0,0
1,0,0,1,0,147,1,0,0,1,0,3.984247561918018,0,0,22,205,1,0
1,1,1,0,0,159,0,0,0,0,1,22.173775445516323,0,1,7,233,0,0
0,0,0,0,0,60,0,1,0,0,0,12.230135397900774,1,1,22,425,1,0
1,0,1,1,0,147,0,1,0,0,1,23.747764302643603,1,0,46,457,1,1
0,1,0,0,1,49,1,0,0,0,1,15.29399228195348,0,0,30,186,1,0
1,0,1,1,0,63,0,0,0,1,0,6.245361208334755,1,0,16,427,0,0
1,1,1,0,1,110,0,1,0,0,1,22.308092529304986,1,0,79,481,0,1
1,1,1,0,1,150,0,1,0,0,1,8.312174719329363,1,0,5,409,0,1
0,0,0,0,0,152,0,1,1,1,0,15.233498736773242,0,0,67,406,1,0
1,0,0,1,0,109,0,1,0,1,0,3.1904648055503206,1,1,23,328,0,0
0,1,0,0,1,76,0,1,1,1,0,18.918132977949064,0,0,61,356,0,0
1,1,1,0,0,30,0,0,0,0,1,20.30987522027204,1,0,74,7,0,1
1,1,1,0,0,58,0,0,0,0,1,11.981552089210723,0,0,5,52,0,0
0,0,0,0,0,117,0,0,0,0,1,28.678260629311144,1,0,23,397,0,1
1,0,0,1,1,159,0,0,1,1,0,26.350898722979984,0,1,79,198,0,0
1,0,0,1,1,100,0,0,0,0,0,21.53028655645985,1,0,82,390,0,1
1,0,1,1,0,19,0,1,0,0,1,21.695910160318537,1,0,25,136,0,1
1,0,0,1,1,176,1,0,0,0,0,8.319649733322386,0,0,8,258,1,0
0,1,0,0,1,173,0,1,1,1,0,20.04764170156502,0,0,21,333,1,0
0,1,0,0,1,94,0,0,1,0,1,6.74798169183007,1,0,2,400,1,1
0,0,0,0,0,113,0,0,0,0,0,5.176093493674841,1,0,22,497,0,0
1,0,0,1,0,146,0,0,0,0,1,29.984568931874826,1,0,72,171,1,1
0,1,0,0,1,63,1,0,0,0,1,19.04890201272205,1,0,87,85,0,1
0,1,0,0,1,116,1,0,0,0,1,13.498648307058525,1,0,72,45,0,1
1,1,1,0,0,113,0,0,1,0,0,9.356771163634589,1,0,68,345,0,0
0,0,0,0,0,47,0,1,1,1,0,18.513692866204593,0,0,64,185,0,0
0,1,0,0,1,57,0,0,0,0,1,2.4382117383824977,1,0,19,155,0,1
0,1,0,0,1,118,0,0,1,1,0,3.7457487246390566,0,1,87,492,1,0
0,0,0,0,0,45,0,1,0,1,0,1.952844234471494,1,0,82,397,0,0
1,1,1,0,1,161,0,1,0,0,0,15.475925164617191,1,0,53,8,0,0
1,0,0,1,1,145,0,0,1,0,0,18.417592246428296,1,0,87,114,0,1
0,0,0,0,0,4,0,0,0,1,0,2.811913079376805,1,0,52,153,0,1
1,0,0,1,0,148,0,0,1,0,1,21.91550955746858,1,0,47,129,0,1
1,0,0,1,0,47,0,0,0,0,0,7.681457073922368,1,1,82,330,0,0
1,0,1,1,0,143,1,0,0,0,1,20.870842159326116,0,0,54,80,1,0
1,0,0,1,1,47,0,0,1,0,1,29.475017061022122,1,0,44,383,0,1
1,1,1,0,1,78,0,0,0,0,1,21.042070231561684,1,0,7,289,0,1
0,1,0,0,1,124,0,0,1,1,0,26.612598534784645,1,1,1,146,1,0
1,0,1,1,0,75,0,0,1,0,1,28.497756695548954,0,0,63,294,1,0
1,0,0,1,0,103,0,0,0,1,0,15.115780402217151,0,0,39,465,1,0
0,0,0,0,0,137,0,0,0,1,0,21.367424403171498,0,1,19,268,0,0
1,0,0,1,1,90,0,1,1,0,1,25.70710835311941,0,0,31,132,0,1
1,0,0,1,0,144,0,0,1,0,1,11.341658473357198,1,0,77,49,0,1
0,1,0,0,1,69,0,1,0,0,1,8.580522180251451,1,0,24,22,1,1
1,0,0,1,0,61,0,0,1,0,1,28.451358610571823,1,0,69,377,1,1
0,1,0,0,1,138,0,0,1,1,0,22.06280151069572,1,0,87,375,0,0
1,1,1,0,0,50,0,0,0,0,1,7.370781867898963,1,0,83,87,0,1
0,1,0,0,1,3,0,0,1,0,1,14.02341838760729,0,0,65,412,1,1
0,1,0,0,1,107,0,0,1,1,0,24.097101316596472,1,1,33,111,0,0
0,0,0,0,0,113,0,1,0,0,0,16.86482673663482,1,1,59,110,0,0
1,1,1,0,0,94,0,0,0,0,0,19.848610846810782,0,0,33,71,0,0
0,1,0,0,1,118,0,0,1,1,0,22.85927785930652,1,0,32,153,0,0
1,0,0,1,1,81,1,0,0,0,0,19.038266475460436,1,0,59,462,1,1
0,0,0,0,0,109,0,1,1,1,0,16.662300335743677,0,0,41,56,0,0
0,1,0,0,1,51,0,1,0,0,1,22.73881424724543,0,0,12,256,0,0
1,0,0,1,0,147,0,0,1,0,1,22.09932802753382,1,0,73,155,0,1
1,0,0,1,1,170,1,0,0,0,0,19.266299605312188,0,0,11,112,0,0
0,0,0,0,0,35,0,0,1,0,1,11.433892988075959,1,0,19,317,0,1
0,1,0,0,1,46,0,0,1,0,0,12.768550673807876,0,0,54,46,0,0
1,0,0,1,0,154,0,0,0,0,0,29.142717917638826,1,0,57,237,0,0
1,0,0,1,1,69,0,0,0,0,1,4.259192036454249,1,0,42,333,0,1
1,1,1,0,1,93,0,0,0,0,1,8.786642600332225,1,0,71,105,1,1
0,0,0,0,0,64,1,0,0,0,0,15.279651016925735,1,0,31,481,0,0
1,1,1,0,0,165,0,0,1,0,1,25.26516089816979,0,0,52,186,0,0
1,1,1,0,0,49,0,1,1,1,0,5.746594248162108,1,0,2,158,1,0
0,0,0,0,0,149,0,1,0,0,1,9.031683925613686,1,0,83,197,0,1
0,0,0,0,0,74,0,0,0,0,1,2.90814831606193,0,0,38,381,1,0
1,0,0,1,0,5,0,0,0,1,0,21.473572715473736,0,0,32,176,0,0
0,0,0,0,0,100,0,0,1,0,1,7.9080736287928675,1,1,10,260,1,0
1,1,1,0,0,70,0,0,1,0,1,12.271567769457564,1,0,8,286,1,1
0,1,0,0,1,90,1,0,0,0,0,13.867341963860367,1,0,75,292,0,0
1,0,1,1,0,4,1,0,0,0,1,26.848104132587213,1,0,20,334,1,1
1,1,1,0,1,126,0,0,0,0,1,12.928578419605866,1,1,20,142,1,0
1,0,0,1,1,39,0,0,1,1,0,5.211525577542223,1,0,9,307,0,1
1,1,1,0,0,163,0,1,1,0,0,16.205133211863508,1,0,72,490,0,0
1,1,1,0,0,129,0,1,0,0,0,28.92578184481026,0,0,15,196,0,0
0,1,0,0,1,24,0,0,1,0,0,18.62288359047352,1,0,88,475,1,0
1,1,1,0,0,57,0,0,1,0,1,29.518229393356606,1,0,63,224,0,1
1,1,1,0,0,100,1,0,0,0,0,25.392111959227233,1,0,21,394,0,0
1,1,1,0,1,70,0,1,0,1,0,2.0430069301889713,1,1,5,42,0,0
1,0,0,1,1,41,0,0,0,0,0,20.093588265934212,1,0,35,453,0,1
1,0,1,1,0,174,0,0,1,1,0,9.316239449178626,1,1,85,150,0,0
0,0,0,0,0,60,0,0,0,0,0,17.22888881369699,0,0,68,295,0,0
0,1,0,0,1,108,0,0,1,0,0,9.101010537005571,0,1,48,62,1,0
0,1,0,0,1,57,0,0,0,1,0,11.117242081553421,1,0,80,129,0,0
1,0,0,1,1,31,0,1,0,0,0,27.7718926408712,1,0,62,254,0,1
1,1,1,0,1,84,1,0,0,0,0,6.992652361859454,0,1,35,462,0,0
1,0,0,1,0,152,0,1,0,0,0,26.349164422749084,1,1,70,342,0,0
0,0,0,0,0,36,0,1,1,0,1,1.8832764340444075,0,0,21,213,0,0
1,0,0,1,1,158,1,0,0,1,0,3.6354196127198026,1,0,80,72,0,1
0,1,0,0,1,152,0,1,0,0,0,25.78557620014364,1,1,39,430,0,0
0,1,0,0,1,108,0,1,1,1,0,19.286124896366665,1,0,34,103,0,0
1,1,1,0,1,106,0,0,1,1,0,22.669848003146956,0,0,15,157,0,0
0,0,0,0,0,158,0,0,1,1,0,7.073112453833773,1,1,6,271,0,0
0,0,0,0,0,86,0,0,0,0,0,16.575420212113002,1,0,66,314,1,0
1,0,1,1,0,135,1,0,0,0,0,22.379357483567837,1,0,88,237,0,0
0,0,0,0,0,163,0,0,1,1,0,19.19210997329761,1,0,56,302,1,0
0,0,0,0,0,14,1,0,0,0,1,14.679264239845075,1,0,49,371,1,1
1,1,1,0,1,120,0,0,1,1,0,28.83372980669373,1,0,1,157,0,0
0,0,0,0,0,138,0,0,0,0,1,20.608562670149915,0,1,65,108,1,0
0,0,0,0,0,80,0,1,0,1,0,27.3247732069959,1,0,28,8,0,0
1,1,1,0,0,144,0,0,0,1,0,22.163344835636757,1,1,20,320,0,0
1,0,0,1,1,106,0,1,1,1,0,22.328442329332812,1,1,48,58,0,0
1,1,1,0,1,70,0,0,1,0,0,3.3205298229727007,0,0,72,357,1,0
1,1,1,0,1,44,0,1,1,0,1,11.424474033764364,0,0,65,191,0,0
0,1,0,0,1,73,0,1,1,0,1,25.892712794870096,0,0,51,135,1,0
0,1,0,0,1,45,1,0,0,1,0,7.745512002313922,1,0,43,250,0,0
0,1,0,0,1,107,0,0,1,0,0,4.349670118537519,1,0,49,378,1,0
1,0,0,1,0,84,0,1,1,0,0,10.457075642525009,1,0,25,435,0,0
1,0,0,1,0,82,0,1,0,0,1,7.392698661885805,1,0,74,145,0,1
1,0,0,1,0,107,0,1,1,0,0,27.8333576490015,0,0,76,346,0,0
1,0,1,1,0,21,0,1,0,0,1,26.171032618061805,1,0,41,465,0,1
1,0,0,1,0,178,1,0,0,0,1,15.490813678204221,1,0,71,351,0,1
0,1,0,0,1,161,0,1,1,0,1,2.7789723600321725,1,0,64,57,1,1
1,0,0,1,1,7,0,0,0,0,0,21.72230803670153,1,0,61,176,0,1
0,1,0,0,1,70,1,0,0,0,1,19.078940208751675,1,0,12,287,1,1
1,0,1,1,0,127,0,1,0,0,1,29.146085451126382,1,0,81,244,0,1
1,0,1,1,0,143,1,0,0,1,0,17.209643967840933,0,0,69,47,1,0
1,1,1,0,1,160,0,1,1,0,1,10.755417978684372,1,0,14,300,0,1
1,0,0,1,1,148,0,0,1,0,1,16.05162911377812,1,0,34,437,0,1
1,0,0,1,0,143,0,0,1,1,0,29.39863545073097,1,0,48,355,1,0
1,0,1,1,0,176,0,1,0,1,0,21.194510543457884,0,0,61,99,0,0
1,0,0,1,0,149,0,1,0,0,0,20.487307999884482,0,0,81,212,0,0
0,1,0,0,1,170,0,0,1,0,1,7.979766102050676,1,0,35,301,0,1
1,0,0,1,0,154,0,1,0,0,0,22.564473009257913,1,1,65,479,0,0
0,0,0,0,0,120,1,0,0,0,0,22.75788305468138,1,0,59,414,0,0
0,1,0,0,1,128,0,0,0,1,0,10.201380529501254,0,1,36,164,1,0
1,0,1,1,0,142,0,0,0,0,0,15.027701139330683,0,0,79,399,0,0
0,0,0,0,0,57,1,0,0,0,1,9.543496655273225,1,0,19,429,0,1
1,0,0,1,1,165,0,0,0,1,0,8.502447039404313,1,0,42,125,0,1
1,1,1,0,0,58,0,1,1,0,1,1.7509860372350694,1,0,69,301,0,1
0,0,0,0,0,21,1,0,0,0,1,9.271140594946631,1,0,19,461,0,1
1,0,0,1,1,82,0,1,0,1,0,17.06512854646997,1,0,39,120,1,1
1,1,1,0,1,69,1,0,0,0,1,1.0464344389218359,0,0,69,87,1,0
0,0,0,0,0,131,0,0,1,1,0,9.213353430480355,0,0,52,216,0,0
0,1,0,0,1,87,0,1,0,0,1,26.560899637374252,1,0,12,60,1,1
0,0,0,0,0,165,0,0,1,1,0,18.215808968113464,1,0,83,301,0,0
1,0,0,1,0,49,0,1,0,0,0,18.628021898348432,0,0,47,178,1,0
0,1,0,0,1,147,0,0,0,0,1,12.697564845764244,1,0,76,189,0,1
1,1,1,0,1,115,1,0,0,1,0,20.61769216127992,1,1,36,162,0,0
0,1,0,0,1,89,0,1,1,0,1,6.508050220680415,0,0,63,80,0,0
0,1,0,0,1,85,0,1,0,0,1,24.743657501141556,0,0,76,493,0,0
1,1,1,0,1,128,0,1,0,0,1,4.383984478141095,0,0,82,169,0,0
0,1,0,0,1,140,0,0,1,1,0,20.02403928494017,1,1,51,300,0,0
0,1,0,0,1,169,0,0,0,0,0,10.893330448770808,0,0,43,373,0,0
1,0,1,1,0,161,0,0,1,0,0,22.677876146891826,1,0,34,195,0,0
0,1,0,0,1,178,0,0,1,0,0,16.94317198671458,1,0,49,202,0,0
0,1,0,0,1,117,0,0,0,1,0,14.11823811588277,0,0,18,46,0,0
1,1,1,0,1,127,0,1,1,0,0,5.913249660704163,0,0,61,462,0,0
1,1,1,0,1,71,0,0,1,1,0,19.467822464246233,0,0,57,157,0,0
1,1,1,0,1,86,0,0,1,0,1,29.268325459191978,1,1,5,407,0,0
0,1,0,0,1,33,0,1,0,0,1,24.942499322303433,0,0,89,193,1,0
1,0,0,1,1,81,0,0,0,0,0,2.740237585081342,0,0,24,426,1,0
0,1,0,0,1,152,1,0,0,1,0,11.910651972474541,1,0,64,417,0,0
0,1,0,0,1,61,0,1,1,0,1,27.841907266517882,0,0,59,278,0,0
0,0,0,0,0,61,0,1,1,1,0,15.588268679153622,1,0,38,316,0,0
1,1,1,0,0,98,0,0,0,1,0,20.201242948437198,1,0,33,478,1,0
1,0,0,1,1,28,0,1,0,0,1,27.46538102215032,1,0,10,420,0,1
1,0,0,1,1,43,0,1,0,1,0,26.34004602217654,1,0,37,268,0,1
0,1,0,0,1,169,0,0,0,0,1,15.552790890674817,0,0,87,480,0,0
1,0,0,1,1,167,0,1,0,0,1,13.69174277707046,1,0,11,198,0,1
1,0,1,1,0,86,0,1,1,0,1,10.851085935908026,1,0,24,223,0,1
0,0,0,0,0,177,0,1,1,1,0,21.851563851723842,1,0,88,262,0,0
1,0,1,1,0,17,1,0,0,0,1,9.322617184674755,0,1,71,425,0,0
1,1,1,0,0,98,0,0,0,1,0,8.246740586496104,1,0,21,165,0,0
0,1,0,0,1,98,0,0,1,0,1,11.331246943509623,0,0,20,179,0,0
1,0,0,1,0,65,0,0,1,0,1,6.139236649484968,1,1,10,427,0,0
1,0,1,1,0,74,1,0,0,0,0,21.158474662427253,1,0,89,191,0,0
1,1,1,0,1,85,1,0,0,0,0,18.870978830587756,0,1,47,396,1,0
1,1,1,0,1,5,0,1,0,0,0,15.003477489359463,1,0,47,215,0,1
0,0,0,0,0,2,1,0,0,1,0,12.319447598585086,1,0,15,283,0,1
1,0,0,1,1,22,1,0,0,1,0,27.362813744005212,1,0,44,351,0,1
0,0,0,0,0,112,0,0,1,0,1,1.8445897646840532,1,1,62,106,0,0
0,1,0,0,1,57,0,1,0,0,1,23.304124561711674,1,0,6,465,0,1
1,0,1,1,0,66,1,0,0,0,1,27.155377580717772,1,1,66,97,0,0
1,0,1,1,0,74,1,0,0,0,1,13.944282803467853,0,0,76,367,0,0
0,1,0,0,1,98,0,1,0,1,0,16.970024252648756,1,1,4,481,0,0
0,0,0,0,0,144,0,0,0,0,1,28.3894469485791,0,0,23,498,0,0
1,0,0,1,0,112,0,1,0,0,1,7.156047943279918,1,0,13,229,0,1
1,0,1,1,0,179,0,0,1,0,0,16.08391058575586,1,1,81,256,0,0
0,0,0,0,0,125,0,0,0,0,1,14.766912686718173,1,1,31,42,0,0
1,0,1,1,0,167,0,1,1,0,1,8.493386788240732,1,0,16,241,0,1
0,0,0,0,0,86,0,1,0,0,1,24.73920368082013,1,0,41,41,0,1
0,0,0,0,0,76,0,0,1,1,0,27.08841724813384,1,0,1,94,0,0
1,0,0,1,1,88,0,0,0,0,0,23.676044813858056,1,0,12,433,0,1
1,0,1,1,0,168,0,1,0,0,1,6.665409864609643,1,0,56,253,0,1
1,0,0,1,0,38,1,0,0,0,1,3.515710429540065,1,0,50,187,1,1
0,0,0,0,0,59,0,1,0,0,0,18.557890073854928,1,0,20,384,1,0
1,0,0,1,1,138,0,1,1,0,1,2.655748054786634,0,0,66,306,0,1
0,1,0,0,1,99,0,1,0,1,0,20.51195076818444,1,0,36,399,0,0
0,0,0,0,0,63,0,0,0,0,1,16.382302389490036,1,0,79,166,0,1
1,1,1,0,1,49,0,0,0,1,0,20.220786249566245,1,0,38,270,0,0
1,0,0,1,1,32,0,1,0,1,0,18.114952435842575,1,0,22,124,1,1
